transaction_id,customer_id,transaction_date,channel,store_id,total_amount,discount_amount,payment_method,order_status,campaign_id
TXN000577,CUST00116,2025-09-17,App,ST002,581.25,30.09,WeChatPay,PartiallyReturned,
TXN000578,CUST00116,2025-09-25,WeChatStore,ST001,1485.97,153.3,Cash,Completed,
TXN000579,CUST00117,2025-08-12,App,ST012,173.24,4.73,CreditCard,Completed,
TXN000580,CUST00117,2025-10-29,Douyin,ST012,932.18,0.0,Alipay,PartiallyReturned,
TXN000581,CUST00117,2025-10-29,Douyin,ST010,471.23,0.0,CreditCard,Completed,
TXN000582,CUST00117,2025-11-03,Douyin,ST009,1831.99,0.0,Cash,Completed,
TXN000583,CUST00117,2026-02-14,Douyin,ST008,636.36,55.34,Cash,Completed,
TXN000584,CUST00117,2026-02-20,WeChatStore,ST004,333.93,17.58,Alipay,Completed,
TXN000585,CUST00117,2026-03-29,WeChatStore,ST007,927.35,21.27,Cash,PartiallyReturned,CMP005
TXN000586,CUST00117,2026-05-28,Tmall,ST002,1171.54,0.0,Alipay,Completed,
TXN000587,CUST00118,2025-12-22,WeChatStore,ST011,484.0,0.0,Cash,Completed,
TXN000588,CUST00118,2026-01-18,Douyin,ST002,334.06,0.0,Alipay,Completed,CMP004
TXN000589,CUST00118,2026-04-27,Douyin,ST005,470.7,0.0,WeChatPay,Completed,
TXN000590,CUST00118,2026-05-01,Douyin,ST005,994.59,0.0,WeChatPay,Completed,CMP003
TXN000591,CUST00119,2026-01-29,MiniProgram,ST008,619.91,4.66,Alipay,Completed,
TXN000592,CUST00119,2026-03-04,App,ST010,1053.28,64.95,Alipay,Completed,
TXN000593,CUST00119,2026-05-09,Tmall,ST011,72.32,8.04,WeChatPay,Completed,
TXN000594,CUST00120,2026-05-31,POS,ST001,1144.82,0.0,Alipay,Completed,
TXN000595,CUST00121,2025-11-06,Tmall,ST006,1452.41,126.3,StoreValueCard,Completed,
TXN000596,CUST00121,2025-11-23,App,ST007,1969.24,125.25,CreditCard,Completed,
TXN000597,CUST00121,2025-12-28,Tmall,ST009,440.6,0.0,CreditCard,Completed,
TXN000598,CUST00121,2026-01-01,MiniProgram,ST006,791.2,18.45,CreditCard,Completed,
TXN000599,CUST00122,2026-01-10,POS,ST008,93.12,0.0,CreditCard,Completed,
TXN000600,CUST00122,2026-01-24,MiniProgram,ST008,1316.64,156.08,WeChatPay,Completed,
TXN000601,CUST00122,2026-06-06,POS,ST008,912.1,52.39,Cash,Completed,
TXN000602,CUST00122,2026-06-22,POS,ST008,583.11,67.69,WeChatPay,Completed,
TXN000603,CUST00123,2024-11-19,MiniProgram,ST001,871.06,45.85,Alipay,Completed,
TXN000604,CUST00123,2026-05-23,Tmall,ST011,947.13,0.0,Cash,Completed,CMP004
TXN000605,CUST00124,2026-06-05,Tmall,ST007,1223.39,60.12,WeChatPay,Completed,
TXN000606,CUST00124,2026-06-26,WeChatStore,ST002,820.59,91.18,Alipay,Completed,
TXN000607,CUST00125,2025-09-07,POS,ST005,2118.88,0.0,WeChatPay,Completed,CMP006
TXN000608,CUST00125,2025-09-24,Tmall,ST001,1716.04,0.0,WeChatPay,Completed,
TXN000609,CUST00125,2026-02-01,Douyin,ST007,1924.83,0.0,StoreValueCard,Completed,
TXN000610,CUST00125,2026-03-10,POS,ST005,1907.0,211.88,CreditCard,Completed,
TXN000611,CUST00125,2026-04-28,Douyin,ST006,759.72,0.0,CreditCard,Completed,CMP005
TXN000612,CUST00126,2025-10-21,Douyin,ST004,334.06,0.0,Cash,Completed,
TXN000613,CUST00126,2025-10-23,Tmall,ST012,516.08,0.0,Alipay,Completed,
TXN000614,CUST00126,2025-10-27,WeChatStore,ST012,186.24,0.0,StoreValueCard,Completed,
TXN000615,CUST00127,2026-06-12,WeChatStore,ST009,79.19,4.17,CreditCard,Completed,CMP001
TXN000616,CUST00128,2025-03-27,WeChatStore,ST002,1716.83,94.75,Alipay,Completed,CMP006
TXN000617,CUST00128,2025-04-18,App,ST005,684.34,0.0,StoreValueCard,Completed,CMP004
TXN000618,CUST00128,2025-07-24,WeChatStore,ST001,852.82,81.35,WeChatPay,Completed,
TXN000619,CUST00129,2025-05-25,Douyin,ST001,1011.51,0.0,CreditCard,Completed,
TXN000620,CUST00129,2025-11-26,Tmall,ST001,1894.26,0.0,StoreValueCard,Completed,CMP003
TXN000621,CUST00129,2026-01-05,WeChatStore,ST007,2124.37,102.65,CreditCard,Completed,
TXN000622,CUST00129,2026-02-01,POS,ST004,771.34,0.0,StoreValueCard,Completed,
TXN000623,CUST00129,2026-03-28,Douyin,ST011,296.94,0.0,StoreValueCard,Completed,
TXN000624,CUST00129,2026-04-04,App,ST005,933.81,0.0,StoreValueCard,Completed,CMP004
TXN000625,CUST00129,2026-06-02,MiniProgram,ST011,613.33,83.64,Cash,Completed,
TXN000626,CUST00130,2025-09-04,App,ST007,1016.94,71.99,StoreValueCard,Completed,
TXN000627,CUST00130,2025-10-04,Tmall,ST002,1512.98,155.32,StoreValueCard,Completed,
TXN000628,CUST00130,2025-12-27,App,ST002,1331.1,110.78,Cash,Completed,
TXN000629,CUST00130,2026-02-20,App,ST009,1843.24,0.0,StoreValueCard,Completed,
TXN000630,CUST00130,2026-03-22,MiniProgram,ST008,911.2,160.8,Cash,Completed,
TXN000631,CUST00130,2026-04-04,Douyin,ST012,604.62,37.61,WeChatPay,Completed,
TXN000632,CUST00130,2026-05-10,POS,ST006,2125.15,0.0,WeChatPay,Completed,
TXN000633,CUST00130,2026-05-23,WeChatStore,ST003,1494.83,0.0,StoreValueCard,Completed,
TXN000634,CUST00131,2025-03-06,App,ST011,899.01,19.58,WeChatPay,Completed,
TXN000635,CUST00131,2025-07-22,Douyin,ST003,233.42,0.0,CreditCard,Completed,
TXN000636,CUST00131,2025-07-29,Tmall,ST009,899.97,47.37,StoreValueCard,Completed,
TXN000637,CUST00132,2025-07-21,Tmall,ST012,369.05,0.0,Alipay,Returned,
TXN000638,CUST00132,2025-08-21,Tmall,ST002,840.25,35.15,Alipay,Completed,
TXN000639,CUST00132,2025-10-24,POS,ST005,334.06,0.0,WeChatPay,PartiallyReturned,
TXN000640,CUST00132,2026-02-19,MiniProgram,ST011,1389.79,162.19,StoreValueCard,Completed,
TXN000641,CUST00132,2026-03-30,MiniProgram,ST003,753.27,42.64,CreditCard,PartiallyReturned,
TXN000642,CUST00133,2026-04-16,MiniProgram,ST004,1174.14,42.52,Alipay,Completed,CMP002
TXN000643,CUST00133,2026-05-08,Douyin,ST012,74.34,6.46,WeChatPay,Completed,
TXN000644,CUST00133,2026-05-27,MiniProgram,ST009,457.54,0.0,Cash,Returned,CMP004
TXN000645,CUST00134,2025-12-09,MiniProgram,ST005,1239.5,131.86,Cash,Completed,
TXN000646,CUST00134,2026-03-11,MiniProgram,ST008,2118.88,0.0,Cash,Completed,
TXN000647,CUST00134,2026-03-12,POS,ST009,296.94,0.0,WeChatPay,Completed,
TXN000648,CUST00134,2026-04-15,App,ST009,261.31,35.63,CreditCard,Completed,
TXN000649,CUST00134,2026-05-14,Tmall,ST001,94.61,0.0,Cash,Completed,
TXN000650,CUST00135,2025-05-01,WeChatStore,ST011,213.11,37.61,CreditCard,Completed,
TXN000651,CUST00135,2025-06-01,MiniProgram,ST008,391.51,0.0,CreditCard,Completed,
TXN000652,CUST00135,2025-08-28,WeChatStore,ST012,1388.24,159.98,Alipay,Completed,CMP001
TXN000653,CUST00135,2026-02-15,App,ST012,473.24,83.51,WeChatPay,Completed,
TXN000654,CUST00135,2026-06-10,Douyin,ST008,812.78,80.81,StoreValueCard,Completed,
TXN000655,CUST00136,2026-05-19,Tmall,ST012,1051.74,0.0,CreditCard,Completed,
TXN000656,CUST00136,2026-05-19,Tmall,ST002,214.75,18.67,Cash,Completed,CMP006
TXN000657,CUST00136,2026-05-28,Douyin,ST009,889.03,72.15,StoreValueCard,Completed,
TXN000658,CUST00136,2026-05-28,Douyin,ST004,988.01,110.72,WeChatPay,Completed,
TXN000659,CUST00136,2026-05-28,App,ST011,607.74,0.0,WeChatPay,Completed,
TXN000660,CUST00137,2026-06-03,Douyin,ST002,1630.38,13.3,StoreValueCard,Completed,
TXN000661,CUST00137,2026-06-04,App,ST009,2315.22,65.64,Cash,Completed,
TXN000662,CUST00138,2025-12-21,WeChatStore,ST012,736.43,0.0,StoreValueCard,Completed,
TXN000663,CUST00138,2026-03-17,App,ST007,78.0,10.64,WeChatPay,Completed,
TXN000664,CUST00139,2026-04-05,Douyin,ST005,771.37,0.0,CreditCard,Completed,CMP003
TXN000665,CUST00139,2026-04-18,POS,ST002,1664.17,0.0,StoreValueCard,Completed,
TXN000666,CUST00139,2026-05-02,WeChatStore,ST010,216.23,0.0,StoreValueCard,Completed,
TXN000667,CUST00139,2026-05-17,App,ST003,194.61,21.62,CreditCard,Completed,
TXN000668,CUST00139,2026-05-17,App,ST009,2516.53,0.0,WeChatPay,Completed,
TXN000669,CUST00139,2026-06-01,Tmall,ST012,323.95,35.99,CreditCard,Completed,
TXN000670,CUST00139,2026-06-15,Douyin,ST010,1464.43,180.42,StoreValueCard,Completed,
TXN000671,CUST00140,2025-06-16,Douyin,ST003,1444.84,188.84,WeChatPay,Completed,
TXN000672,CUST00140,2026-06-26,WeChatStore,ST011,1749.94,55.39,CreditCard,Completed,
TXN000673,CUST00141,2026-04-04,Tmall,ST002,2455.53,131.38,Alipay,Completed,
TXN000674,CUST00141,2026-04-28,App,ST007,890.13,121.38,Cash,Completed,CMP003
TXN000675,CUST00141,2026-05-03,Douyin,ST008,1845.17,113.68,Alipay,Completed,CMP005
TXN000676,CUST00141,2026-05-09,WeChatStore,ST012,930.93,0.0,StoreValueCard,Completed,
TXN000677,CUST00141,2026-05-09,App,ST003,992.99,110.33,WeChatPay,Completed,
TXN000678,CUST00141,2026-06-01,Douyin,ST002,2451.3,43.21,CreditCard,Completed,
TXN000679,CUST00141,2026-06-06,App,ST008,233.42,0.0,StoreValueCard,Completed,
TXN000680,CUST00142,2025-11-23,Douyin,ST004,1107.82,0.0,Cash,Completed,
TXN000681,CUST00143,2026-04-16,Tmall,ST009,2252.31,0.0,CreditCard,Completed,CMP002
TXN000682,CUST00143,2026-04-18,MiniProgram,ST001,471.23,0.0,CreditCard,Completed,
TXN000683,CUST00143,2026-04-27,Douyin,ST011,547.04,0.0,Cash,Completed,
TXN000684,CUST00143,2026-05-06,WeChatStore,ST002,975.38,32.43,WeChatPay,Completed,
TXN000685,CUST00143,2026-05-23,Douyin,ST011,965.82,0.0,Cash,Completed,
TXN000686,CUST00144,2025-08-14,Douyin,ST003,470.7,0.0,Alipay,Completed,
TXN000687,CUST00144,2025-10-28,POS,ST009,621.24,0.0,Alipay,PartiallyReturned,
TXN000688,CUST00144,2026-01-30,App,ST003,457.54,0.0,CreditCard,Completed,
TXN000689,CUST00144,2026-06-03,Douyin,ST007,398.38,34.64,StoreValueCard,Completed,CMP002
TXN000690,CUST00145,2026-04-17,App,ST005,317.35,43.27,StoreValueCard,Completed,
TXN000691,CUST00145,2026-04-21,POS,ST011,263.54,0.0,Alipay,Completed,
TXN000692,CUST00145,2026-04-24,WeChatStore,ST008,319.78,35.53,StoreValueCard,Completed,
TXN000693,CUST00145,2026-04-26,App,ST010,767.1,45.75,Cash,Completed,
TXN000694,CUST00145,2026-04-27,Douyin,ST012,1103.32,0.0,StoreValueCard,Returned,CMP005
TXN000695,CUST00145,2026-04-28,App,ST001,1103.32,0.0,Cash,Completed,CMP005
TXN000696,CUST00145,2026-04-29,App,ST012,604.62,37.61,WeChatPay,Completed,
TXN000697,CUST00145,2026-04-30,POS,ST011,1728.22,0.0,CreditCard,Completed,
TXN000698,CUST00145,2026-05-01,App,ST011,1526.39,102.65,CreditCard,Completed,
TXN000699,CUST00145,2026-05-01,WeChatStore,ST006,613.05,108.19,Alipay,Completed,
TXN000700,CUST00145,2026-05-02,POS,ST011,1180.76,0.0,StoreValueCard,Completed,
TXN000701,CUST00145,2026-05-02,POS,ST011,629.3,29.93,Alipay,Completed,
TXN000702,CUST00145,2026-05-03,POS,ST011,216.23,0.0,CreditCard,Completed,
TXN000703,CUST00145,2026-05-04,WeChatStore,ST003,1892.1,0.0,WeChatPay,Completed,
TXN000704,CUST00145,2026-05-06,Tmall,ST011,360.62,0.0,Alipay,Completed,
TXN000705,CUST00145,2026-05-10,Douyin,ST009,1353.68,13.18,StoreValueCard,Completed,
TXN000706,CUST00146,2025-11-29,WeChatStore,ST005,1937.72,20.06,Cash,Completed,CMP004
TXN000707,CUST00146,2026-01-21,Douyin,ST008,2137.36,0.0,StoreValueCard,Completed,
TXN000708,CUST00146,2026-03-30,Douyin,ST010,697.51,0.0,WeChatPay,Completed,CMP006
TXN000709,CUST00147,2025-05-22,Douyin,ST010,661.83,14.96,Cash,Completed,
TXN000710,CUST00147,2025-07-11,Tmall,ST006,682.27,0.0,CreditCard,Completed,
TXN000711,CUST00147,2025-08-05,App,ST008,516.38,0.0,WeChatPay,Completed,CMP002
TXN000712,CUST00147,2025-10-14,MiniProgram,ST008,1165.4,30.2,Cash,Completed,
TXN000713,CUST00147,2025-12-03,Tmall,ST006,269.36,29.93,StoreValueCard,Completed,
TXN000714,CUST00147,2026-03-12,Tmall,ST001,670.27,0.0,CreditCard,Completed,
TXN000715,CUST00148,2026-06-05,Douyin,ST005,1499.33,0.0,StoreValueCard,Completed,
TXN000716,CUST00148,2026-06-20,Tmall,ST006,508.79,89.79,StoreValueCard,Completed,
TXN000717,CUST00149,2025-11-04,WeChatStore,ST011,1447.82,164.29,Alipay,Completed,CMP002
TXN000718,CUST00149,2025-11-15,POS,ST004,1275.97,30.09,WeChatPay,Completed,
TXN000719,CUST00149,2026-02-09,Tmall,ST006,369.05,0.0,Cash,Completed,
TXN000720,CUST00149,2026-06-25,WeChatStore,ST006,332.01,0.0,Alipay,Completed,
TXN000721,CUST00150,2025-10-31,Tmall,ST001,1103.32,0.0,StoreValueCard,Completed,CMP005
TXN000722,CUST00150,2025-11-16,MiniProgram,ST012,3047.27,329.16,WeChatPay,Completed,CMP001
TXN000723,CUST00150,2025-12-16,POS,ST002,721.24,0.0,Alipay,Completed,
TXN000724,CUST00150,2026-04-20,Douyin,ST005,960.93,50.58,StoreValueCard,Completed,
TXN000725,CUST00151,2025-11-14,Douyin,ST001,944.7,0.0,Cash,Completed,
TXN000726,CUST00151,2025-12-29,Douyin,ST009,316.36,35.15,WeChatPay,Completed,
TXN000727,CUST00151,2026-05-09,WeChatStore,ST005,261.31,35.63,CreditCard,Completed,
TXN000728,CUST00151,2026-06-03,App,ST009,796.23,26.19,StoreValueCard,Returned,
TXN000729,CUST00151,2026-06-16,Tmall,ST007,750.23,29.85,WeChatPay,Completed,
TXN000730,CUST00152,2025-06-05,POS,ST001,1284.33,37.99,CreditCard,Completed,
TXN000731,CUST00152,2025-12-15,WeChatStore,ST006,360.37,29.69,CreditCard,Completed,
TXN000732,CUST00152,2026-06-01,MiniProgram,ST003,163.71,0.0,Alipay,Completed,
TXN000733,CUST00153,2026-02-24,App,ST007,2464.29,60.17,WeChatPay,Completed,CMP005
TXN000734,CUST00153,2026-03-11,App,ST001,1061.3,0.0,WeChatPay,PartiallyReturned,CMP002
TXN000735,CUST00153,2026-03-27,POS,ST010,1905.76,321.6,Cash,Completed,
TXN000736,CUST00153,2026-06-01,MiniProgram,ST012,3240.55,108.9,WeChatPay,Completed,
TXN000737,CUST00154,2026-05-26,MiniProgram,ST008,682.27,0.0,CreditCard,Completed,
TXN000738,CUST00154,2026-06-07,POS,ST004,602.47,0.0,WeChatPay,Completed,CMP002
TXN000739,CUST00154,2026-06-08,MiniProgram,ST006,1058.13,0.0,WeChatPay,Completed,CMP003
TXN000740,CUST00154,2026-06-08,Tmall,ST005,1178.12,0.0,WeChatPay,Completed,CMP006
TXN000741,CUST00154,2026-06-13,MiniProgram,ST008,1424.36,39.15,Cash,Completed,CMP006
TXN000742,CUST00154,2026-06-13,MiniProgram,ST003,697.51,0.0,WeChatPay,Completed,
TXN000743,CUST00155,2026-04-02,POS,ST009,379.86,0.0,WeChatPay,Completed,
TXN000744,CUST00155,2026-04-10,WeChatStore,ST006,62.29,0.0,Alipay,Completed,CMP005
TXN000745,CUST00155,2026-04-18,App,ST011,75.23,0.0,StoreValueCard,Returned,
TXN000746,CUST00155,2026-04-28,WeChatStore,ST001,1494.57,165.5,CreditCard,Completed,
TXN000747,CUST00155,2026-05-04,MiniProgram,ST008,559.98,0.0,Alipay,PartiallyReturned,
TXN000748,CUST00156,2026-01-22,POS,ST004,1102.13,0.0,WeChatPay,Completed,
TXN000749,CUST00156,2026-02-11,WeChatStore,ST006,1889.4,0.0,CreditCard,Completed,
TXN000750,CUST00156,2026-03-30,Douyin,ST010,1969.59,142.1,Alipay,Completed,
TXN000751,CUST00156,2026-04-04,MiniProgram,ST009,1011.51,0.0,WeChatPay,Returned,
TXN000752,CUST00156,2026-04-07,POS,ST004,1605.99,283.41,StoreValueCard,PartiallyReturned,
TXN000753,CUST00157,2025-10-22,App,ST010,947.34,0.0,WeChatPay,Completed,
TXN000754,CUST00157,2025-12-14,Douyin,ST002,834.97,26.35,Cash,Completed,
TXN000755,CUST00157,2026-05-27,Tmall,ST012,355.31,0.0,StoreValueCard,Completed,
TXN000756,CUST00158,2026-01-27,App,ST010,433.02,0.0,StoreValueCard,Completed,CMP004
TXN000757,CUST00158,2026-02-05,MiniProgram,ST006,640.34,0.0,WeChatPay,Completed,CMP005
TXN000758,CUST00158,2026-04-28,Douyin,ST004,713.24,34.26,Alipay,Completed,
TXN000759,CUST00158,2026-05-22,Douyin,ST002,391.51,0.0,StoreValueCard,Completed,CMP005
TXN000760,CUST00159,2026-03-17,Douyin,ST005,299.29,0.0,Cash,Completed,
TXN000761,CUST00159,2026-03-25,App,ST007,866.18,45.59,Cash,Completed,
TXN000762,CUST00159,2026-04-03,WeChatStore,ST001,1053.13,0.0,WeChatPay,Completed,
TXN000763,CUST00159,2026-04-15,POS,ST003,481.55,0.0,WeChatPay,Completed,
TXN000764,CUST00160,2026-01-24,POS,ST003,332.01,0.0,Cash,Completed,
TXN000765,CUST00160,2026-04-04,App,ST008,1592.16,132.4,Cash,Completed,
TXN000766,CUST00161,2025-10-01,POS,ST003,2531.72,96.54,WeChatPay,Completed,
TXN000767,CUST00161,2025-10-17,WeChatStore,ST005,947.34,0.0,WeChatPay,Completed,
TXN000768,CUST00161,2025-12-11,App,ST005,331.77,28.85,StoreValueCard,Completed,
TXN000769,CUST00161,2025-12-20,MiniProgram,ST009,1793.37,47.24,Alipay,Completed,CMP006
TXN000770,CUST00161,2026-02-12,App,ST007,1081.28,0.0,Alipay,Completed,
TXN000771,CUST00161,2026-03-19,App,ST006,233.42,0.0,CreditCard,Completed,
TXN000772,CUST00161,2026-05-13,POS,ST003,2202.86,139.5,Alipay,Completed,
TXN000773,CUST00162,2026-03-14,WeChatStore,ST012,1011.51,0.0,CreditCard,Completed,
TXN000774,CUST00162,2026-03-21,WeChatStore,ST003,1341.24,0.0,Cash,Completed,CMP005
TXN000775,CUST00162,2026-05-20,POS,ST002,1032.12,0.0,Alipay,Completed,
TXN000776,CUST00163,2025-11-13,WeChatStore,ST010,2392.06,96.68,StoreValueCard,Completed,
TXN000777,CUST00163,2026-02-23,WeChatStore,ST012,1019.19,88.63,Alipay,PartiallyReturned,
TXN000778,CUST00163,2026-04-08,MiniProgram,ST007,481.4,65.64,WeChatPay,Completed,
TXN000779,CUST00163,2026-05-13,WeChatStore,ST012,914.39,79.51,Cash,Returned,
TXN000780,CUST00164,2026-06-06,App,ST008,351.51,0.0,StoreValueCard,Completed,
TXN000781,CUST00164,2026-06-07,POS,ST005,970.53,84.79,WeChatPay,Completed,CMP004
TXN000782,CUST00165,2025-03-14,WeChatStore,ST009,1645.3,121.4,Alipay,Completed,
TXN000783,CUST00165,2025-03-17,App,ST001,1634.78,35.91,WeChatPay,PartiallyReturned,
TXN000784,CUST00165,2025-07-24,App,ST006,1170.54,47.76,Cash,Completed,
TXN000785,CUST00165,2026-04-07,MiniProgram,ST004,1861.89,156.29,Alipay,Completed,
TXN000786,CUST00166,2025-07-22,POS,ST002,1025.01,49.7,WeChatPay,Completed,
TXN000787,CUST00167,2025-09-02,WeChatStore,ST002,592.88,104.63,WeChatPay,Completed,
TXN000788,CUST00167,2025-10-31,MiniProgram,ST005,1229.94,119.27,CreditCard,Completed,CMP006
TXN000789,CUST00167,2025-11-13,MiniProgram,ST012,360.62,0.0,StoreValueCard,PartiallyReturned,
TXN000790,CUST00167,2025-12-23,MiniProgram,ST004,993.9,0.0,WeChatPay,Completed,
TXN000791,CUST00167,2026-04-05,App,ST008,355.31,0.0,Alipay,Completed,
TXN000792,CUST00167,2026-05-15,WeChatStore,ST003,622.17,20.06,CreditCard,Completed,
TXN000793,CUST00168,2025-01-04,POS,ST003,379.86,0.0,CreditCard,Completed,
TXN000794,CUST00168,2025-06-22,MiniProgram,ST001,1536.68,132.94,CreditCard,Completed,
TXN000795,CUST00168,2025-08-08,App,ST009,2215.64,0.0,Cash,Completed,
TXN000796,CUST00168,2025-10-12,Tmall,ST011,1734.89,23.34,Alipay,Completed,CMP004
TXN000797,CUST00168,2025-12-01,App,ST009,993.9,0.0,Alipay,Completed,
TXN000798,CUST00168,2026-04-19,WeChatStore,ST006,250.72,0.0,CreditCard,Completed,
TXN000799,CUST00168,2026-05-13,App,ST002,706.93,83.7,Alipay,Completed,
TXN000800,CUST00169,2025-12-19,MiniProgram,ST009,667.96,26.72,CreditCard,Completed,
TXN000801,CUST00169,2026-01-13,Douyin,ST008,974.88,132.94,WeChatPay,Completed,
TXN000802,CUST00169,2026-02-05,Douyin,ST008,484.0,0.0,Alipay,Completed,
TXN000803,CUST00169,2026-02-22,WeChatStore,ST011,2217.09,204.25,Cash,Completed,
TXN000804,CUST00169,2026-05-13,POS,ST007,1254.8,11.35,Alipay,Completed,
TXN000805,CUST00169,2026-06-05,MiniProgram,ST002,1449.86,93.1,StoreValueCard,Completed,
TXN000806,CUST00169,2026-06-13,Tmall,ST011,684.34,0.0,StoreValueCard,Completed,
TXN000807,CUST00169,2026-06-14,Douyin,ST003,916.91,0.0,WeChatPay,Completed,CMP002
TXN000808,CUST00170,2025-05-23,MiniProgram,ST009,94.61,0.0,StoreValueCard,Completed,
TXN000809,CUST00170,2026-05-21,App,ST012,1329.95,178.98,Cash,Completed,CMP002
TXN000810,CUST00171,2026-05-13,MiniProgram,ST006,359.94,0.0,Cash,Completed,
TXN000811,CUST00171,2026-06-03,POS,ST011,2089.56,85.76,StoreValueCard,Completed,
TXN000812,CUST00172,2024-12-18,POS,ST005,2042.4,50.59,Alipay,Completed,
TXN000813,CUST00172,2025-07-05,Douyin,ST007,1247.21,9.31,StoreValueCard,Completed,
TXN000814,CUST00172,2025-10-29,POS,ST005,1565.28,0.0,WeChatPay,Completed,
TXN000815,CUST00172,2026-05-09,App,ST008,597.78,0.0,Cash,Completed,CMP001
TXN000816,CUST00173,2026-05-18,POS,ST007,369.05,0.0,Cash,Completed,
TXN000817,CUST00173,2026-06-05,Tmall,ST009,377.5,0.0,Alipay,Completed,
TXN000818,CUST00174,2025-04-02,POS,ST006,561.8,0.0,Alipay,Completed,
TXN000819,CUST00174,2025-05-13,POS,ST006,559.98,0.0,StoreValueCard,Completed,
TXN000820,CUST00174,2025-06-21,App,ST010,88.64,0.0,Cash,Completed,
TXN000821,CUST00175,2025-04-12,App,ST002,947.13,0.0,WeChatPay,Completed,
TXN000822,CUST00175,2025-07-17,Douyin,ST007,820.59,91.18,StoreValueCard,Completed,
TXN000823,CUST00176,2026-03-15,Douyin,ST004,831.34,113.36,CreditCard,Completed,
TXN000824,CUST00176,2026-03-20,App,ST011,627.69,54.58,WeChatPay,Completed,
TXN000825,CUST00176,2026-03-22,Tmall,ST008,70.42,9.6,WeChatPay,Completed,
TXN000826,CUST00176,2026-04-12,MiniProgram,ST011,516.06,0.0,WeChatPay,Completed,
TXN000827,CUST00176,2026-04-13,Tmall,ST002,1437.38,0.0,CreditCard,Completed,
TXN000828,CUST00176,2026-04-20,App,ST001,516.06,0.0,WeChatPay,Completed,
TXN000829,CUST00176,2026-04-27,Tmall,ST010,379.86,0.0,Alipay,Completed,
TXN000830,CUST00176,2026-05-02,App,ST007,974.88,132.94,Alipay,Completed,
TXN000831,CUST00177,2026-03-07,Tmall,ST007,470.7,0.0,WeChatPay,Completed,
TXN000832,CUST00177,2026-03-11,MiniProgram,ST010,2161.25,0.0,Cash,Completed,
TXN000833,CUST00177,2026-03-13,WeChatStore,ST009,1045.8,125.97,WeChatPay,Completed,CMP004
TXN000834,CUST00177,2026-03-29,Tmall,ST003,334.06,0.0,CreditCard,Completed,
TXN000835,CUST00177,2026-03-29,Tmall,ST006,1555.56,48.4,Alipay,Completed,
TXN000836,CUST00177,2026-04-01,Tmall,ST009,1426.41,166.31,Cash,Completed,
TXN000837,CUST00177,2026-04-08,MiniProgram,ST002,1224.79,72.95,WeChatPay,Completed,
TXN000838,CUST00177,2026-04-15,MiniProgram,ST004,947.52,47.07,CreditCard,Completed,
TXN000839,CUST00178,2026-06-28,POS,ST009,440.6,0.0,Cash,Completed,CMP002
TXN000840,CUST00179,2026-01-29,Tmall,ST010,481.98,41.91,Alipay,PartiallyReturned,
TXN000841,CUST00179,2026-02-06,MiniProgram,ST011,481.55,0.0,WeChatPay,Completed,CMP004
TXN000842,CUST00179,2026-02-23,MiniProgram,ST005,334.06,0.0,WeChatPay,Completed,
TXN000843,CUST00179,2026-05-04,MiniProgram,ST006,417.16,9.46,Cash,Completed,
TXN000844,CUST00180,2025-05-07,Tmall,ST004,1107.82,0.0,CreditCard,Completed,
TXN000845,CUST00180,2025-08-07,Douyin,ST007,1510.76,44.94,CreditCard,Completed,
TXN000846,CUST00180,2025-08-08,POS,ST004,1210.85,94.47,StoreValueCard,Completed,
TXN000847,CUST00180,2025-08-20,Tmall,ST006,523.89,0.0,Cash,Completed,
TXN000848,CUST00181,2025-03-30,POS,ST005,457.54,0.0,StoreValueCard,Completed,
TXN000849,CUST00181,2025-05-18,MiniProgram,ST012,379.86,0.0,Alipay,Completed,
TXN000850,CUST00182,2026-05-04,MiniProgram,ST008,916.91,0.0,CreditCard,Completed,
TXN000851,CUST00182,2026-06-15,WeChatStore,ST009,2172.32,243.34,CreditCard,Completed,
TXN000852,CUST00183,2026-01-30,MiniProgram,ST008,205.42,10.81,Alipay,Completed,
TXN000853,CUST00183,2026-03-04,MiniProgram,ST009,1107.82,0.0,Cash,PartiallyReturned,
TXN000854,CUST00183,2026-04-08,WeChatStore,ST004,941.65,166.17,Cash,Returned,
TXN000855,CUST00183,2026-04-18,Douyin,ST012,2791.77,242.76,CreditCard,Completed,CMP001
TXN000856,CUST00183,2026-05-03,Tmall,ST007,1001.83,87.12,WeChatPay,Completed,
TXN000857,CUST00183,2026-05-16,WeChatStore,ST003,420.94,36.6,CreditCard,Completed,CMP001
TXN000858,CUST00184,2025-08-14,WeChatStore,ST002,601.69,31.66,CreditCard,Completed,
TXN000859,CUST00184,2025-09-07,WeChatStore,ST010,2150.1,35.25,Cash,Completed,
TXN000860,CUST00184,2025-11-11,POS,ST002,253.75,44.78,StoreValueCard,Completed,
TXN000861,CUST00185,2026-05-25,App,ST012,156.03,0.0,WeChatPay,PartiallyReturned,
TXN000862,CUST00185,2026-06-07,Tmall,ST010,1017.26,46.61,WeChatPay,Completed,
TXN000863,CUST00185,2026-06-10,MiniProgram,ST006,83.36,0.0,StoreValueCard,Completed,
TXN000864,CUST00185,2026-06-24,MiniProgram,ST008,640.34,0.0,Cash,Completed,
TXN000865,CUST00185,2026-06-29,POS,ST010,379.86,0.0,Alipay,Completed,
