event_id,customer_id,event_timestamp,event_type,channel,product_id,session_id,value
EVT0001345,CUST00186,2026-04-15 10:13:00,page_view,POS,PRD0050,9bb0530c36e1a5,0.3
EVT0001346,CUST00186,2026-01-12 18:44:00,page_view,Douyin,PRD0052,6bd4ecff12a52a,0.45
EVT0001347,CUST00187,2026-03-09 11:45:00,product_view,Douyin,PRD0070,155b231bb2ba24,0.677
EVT0001348,CUST00187,2026-03-14 21:08:00,product_view,App,PRD0055,c413e9eb33a6a0,0.891
EVT0001349,CUST00187,2026-06-28 20:11:00,product_view,POS,PRD0067,1dd91446b0282f,0.961
EVT0001350,CUST00187,2026-03-01 09:51:00,product_view,POS,PRD0069,b2f75efaabc9eb,0.354
EVT0001351,CUST00187,2026-06-26 11:21:00,live_stream_view,Douyin,PRD0055,a5624fbbcbd5be,0.821
EVT0001352,CUST00187,2026-06-09 18:05:00,page_view,Douyin,PRD0061,e829345a497959,0.768
EVT0001353,CUST00188,2026-03-15 14:38:00,coupon_click,POS,PRD0009,43385712bf279c,0.835
EVT0001354,CUST00188,2026-06-24 18:14:00,store_visit,POS,PRD0003,24fe06f6ae1fec,0.628
EVT0001355,CUST00188,2026-03-23 08:58:00,page_view,POS,PRD0002,c141e3a40d4b97,0.25
EVT0001356,CUST00188,2026-05-14 17:31:00,search,Tmall,PRD0017,2f0118ae9ba9af,0.814
EVT0001357,CUST00188,2026-03-05 20:29:00,wishlist_add,POS,PRD0013,ee425829f148ed,0.586
EVT0001358,CUST00188,2026-05-19 08:52:00,search,POS,PRD0016,6195ab0a632b4e,0.719
EVT0001359,CUST00188,2026-04-20 17:40:00,product_view,WeChat,PRD0011,4f2f0b95caed25,0.815
EVT0001360,CUST00188,2026-05-19 16:18:00,live_stream_view,WeChat,PRD0014,f0a8ce81906fbd,0.618
EVT0001361,CUST00188,2026-06-13 21:45:00,add_to_cart,App,PRD0010,8f234cc3548c99,0.39
EVT0001362,CUST00189,2026-03-10 21:49:00,page_view,MiniProgram,PRD0043,c6aa4b1d24ecd2,0.935
EVT0001363,CUST00189,2026-05-17 10:06:00,live_stream_view,Tmall,PRD0039,2abbe45ccea6b6,0.851
EVT0001364,CUST00189,2026-02-02 10:58:00,page_view,Tmall,PRD0050,70a9fcea754f35,0.681
EVT0001365,CUST00189,2026-05-23 20:01:00,search,POS,PRD0051,18055e2ff24d10,0.795
EVT0001366,CUST00189,2026-05-01 08:05:00,page_view,Tmall,PRD0050,6f95e0774c45b6,0.334
EVT0001367,CUST00189,2026-01-26 13:24:00,live_stream_view,MiniProgram,PRD0048,265e74ca2e2bf8,0.969
EVT0001368,CUST00189,2026-01-26 09:11:00,product_view,Douyin,PRD0039,9b1a93eed9b61a,0.253
EVT0001369,CUST00189,2026-05-28 17:10:00,wishlist_add,Tmall,PRD0050,2ba0ad11500370,0.674
EVT0001370,CUST00189,2026-04-22 15:51:00,wishlist_add,WeChat,PRD0043,e1b8e006c00c78,0.385
EVT0001371,CUST00190,2026-04-27 16:07:00,add_to_cart,MiniProgram,PRD0061,b5ba056e8fdc6a,0.161
EVT0001372,CUST00190,2026-04-12 14:11:00,product_view,Tmall,PRD0066,fe7dd722f875c1,0.296
EVT0001373,CUST00190,2026-04-04 13:10:00,product_view,App,PRD0066,4803fbd5b83089,0.747
EVT0001374,CUST00190,2026-04-24 20:48:00,page_view,POS,PRD0065,631862f4d45093,0.44
EVT0001375,CUST00190,2026-02-28 22:48:00,product_view,POS,PRD0067,c25015b8854c46,0.867
EVT0001376,CUST00190,2026-06-08 14:35:00,wishlist_add,App,PRD0066,920d312272b3e1,0.569
EVT0001377,CUST00190,2026-03-18 11:38:00,page_view,MiniProgram,PRD0058,38a12a047872b9,0.921
EVT0001378,CUST00190,2026-03-22 20:09:00,page_view,WeChat,PRD0065,4e8ae6097c89ab,0.367
EVT0001379,CUST00190,2026-01-10 17:07:00,search,Douyin,PRD0067,118ce71cf37a39,0.516
EVT0001380,CUST00191,2026-03-26 19:32:00,wishlist_add,Douyin,PRD0011,77b9934b7c1f78,0.67
EVT0001381,CUST00191,2026-05-05 15:50:00,product_view,App,PRD0005,35e5fa0134ea7b,0.869
EVT0001382,CUST00191,2026-04-22 08:11:00,product_view,POS,PRD0003,5b7e54acd3d412,0.163
EVT0001383,CUST00192,2026-04-29 18:03:00,coupon_click,POS,PRD0072,548aef0e8bbede,0.512
EVT0001384,CUST00192,2026-06-22 22:27:00,search,Douyin,PRD0042,88f0a7b9bb8b57,0.225
EVT0001385,CUST00192,2026-05-16 20:49:00,page_view,App,PRD0024,5244a533d850d3,0.584
EVT0001386,CUST00192,2026-05-19 17:35:00,add_to_cart,App,PRD0041,9cd3b5d1446a15,0.61
EVT0001387,CUST00192,2026-03-02 14:06:00,store_visit,POS,PRD0024,94b6dbe81041a9,0.384
EVT0001388,CUST00192,2026-04-25 09:06:00,search,Douyin,PRD0010,13cfb1c0e9c874,0.864
EVT0001389,CUST00192,2026-03-14 12:17:00,product_view,Douyin,PRD0055,ad4ba7c41fa390,0.274
EVT0001390,CUST00192,2026-04-12 21:24:00,page_view,POS,PRD0005,5eb16ba8b8a5d2,0.96
EVT0001391,CUST00193,2026-05-31 12:58:00,store_visit,POS,PRD0027,fa4c6314e9c1fa,0.515
EVT0001392,CUST00193,2026-01-05 18:02:00,page_view,WeChat,PRD0026,443a2fc0a2b229,0.562
EVT0001393,CUST00193,2026-01-27 22:38:00,page_view,WeChat,PRD0033,e5a136c4a01a88,0.258
EVT0001394,CUST00193,2026-06-27 13:22:00,add_to_cart,WeChat,PRD0031,2e8c8f647ea210,0.6
EVT0001395,CUST00193,2026-05-16 21:33:00,add_to_cart,WeChat,PRD0034,3b8a7f5037b4af,0.48
EVT0001396,CUST00193,2026-01-26 16:01:00,product_view,POS,PRD0032,2be9b359c86049,0.888
EVT0001397,CUST00193,2026-04-10 12:53:00,wishlist_add,Douyin,PRD0028,9860931bdf30cf,0.951
EVT0001398,CUST00193,2026-03-14 08:44:00,product_view,Tmall,PRD0025,df3a5cdb9ce88f,0.699
EVT0001399,CUST00193,2026-03-08 08:40:00,store_visit,MiniProgram,PRD0020,798b367deaefe5,0.721
EVT0001400,CUST00193,2026-06-16 18:06:00,store_visit,POS,PRD0029,4d97460e7f0087,0.148
EVT0001401,CUST00193,2026-01-08 16:50:00,page_view,Tmall,PRD0024,a3a59c892cb3b8,0.866
EVT0001402,CUST00194,2026-02-07 14:35:00,product_view,WeChat,PRD0003,b614c7c79c6846,0.823
EVT0001403,CUST00194,2026-03-11 14:54:00,search,Tmall,PRD0003,f3eeb976596a8e,0.6
EVT0001404,CUST00194,2026-03-31 19:36:00,page_view,WeChat,PRD0002,fab47b25c3bf5e,0.179
EVT0001405,CUST00194,2026-01-26 21:38:00,product_view,MiniProgram,PRD0002,994773b28878d9,0.221
EVT0001406,CUST00194,2026-05-26 10:49:00,add_to_cart,POS,PRD0001,039236ebb8ee6b,0.879
EVT0001407,CUST00194,2026-03-13 19:49:00,coupon_click,POS,PRD0012,d327d5518cd300,0.627
EVT0001408,CUST00194,2026-04-09 22:43:00,product_view,POS,PRD0016,285da59e1d10b4,0.556
EVT0001409,CUST00194,2026-03-10 16:26:00,product_view,App,PRD0004,cb4f32dde1ac53,0.963
EVT0001410,CUST00194,2026-03-19 14:25:00,live_stream_view,Tmall,PRD0007,629e04fa862ea4,0.603
EVT0001411,CUST00194,2026-04-10 18:49:00,wishlist_add,POS,PRD0006,5b892b7d67a718,0.981
EVT0001412,CUST00195,2025-11-13 08:23:00,page_view,MiniProgram,PRD0067,a0bf4dc7580ba1,0.983
EVT0001413,CUST00195,2025-09-15 19:35:00,page_view,POS,PRD0066,4ecffb5d059a08,0.966
EVT0001414,CUST00196,2026-06-14 10:59:00,page_view,MiniProgram,PRD0050,b8b091d32b8d18,0.946
EVT0001415,CUST00196,2026-04-22 16:17:00,coupon_click,App,PRD0042,c8fad84b534846,0.841
EVT0001416,CUST00196,2026-03-11 19:59:00,add_to_cart,Douyin,PRD0047,c2e957213ca7e3,0.579
EVT0001417,CUST00196,2026-04-02 12:48:00,store_visit,WeChat,PRD0051,e384abf439a41f,0.931
EVT0001418,CUST00196,2026-01-22 22:12:00,page_view,Douyin,PRD0049,0776fe1d6a3d07,0.678
EVT0001419,CUST00196,2026-04-04 09:59:00,store_visit,Tmall,PRD0053,029298750be429,0.222
EVT0001420,CUST00196,2026-04-01 14:13:00,page_view,App,PRD0053,c847d5b659ff95,0.558
EVT0001421,CUST00196,2026-01-07 09:51:00,page_view,Douyin,PRD0042,cd3a605ff0e326,0.423
EVT0001422,CUST00196,2026-04-02 15:06:00,wishlist_add,App,PRD0037,cf5dc3bfbae70e,0.706
EVT0001423,CUST00196,2026-05-31 11:18:00,page_view,MiniProgram,PRD0041,b67ba985323548,0.544
EVT0001424,CUST00197,2025-07-12 21:10:00,search,POS,PRD0037,a6fa417bfa06a2,0.467
EVT0001425,CUST00198,2026-05-21 20:34:00,product_view,MiniProgram,PRD0029,9f8a13eb9251fb,0.321
EVT0001426,CUST00198,2026-06-13 19:51:00,store_visit,App,PRD0031,af3d8a18e06a8b,0.828
EVT0001427,CUST00198,2026-03-19 19:18:00,search,App,PRD0027,38e66671b5c9f2,0.598
EVT0001428,CUST00199,2026-05-10 16:31:00,live_stream_view,WeChat,PRD0025,813efb2420daa1,0.194
EVT0001429,CUST00199,2026-01-30 16:17:00,product_view,WeChat,PRD0029,70da556b03dfe3,0.34
EVT0001430,CUST00199,2026-04-09 20:20:00,product_view,App,PRD0034,56934f2d630852,0.24
EVT0001431,CUST00199,2026-05-15 19:31:00,product_view,MiniProgram,PRD0025,c598e8aaf60da1,0.622
EVT0001432,CUST00199,2026-02-22 21:33:00,product_view,MiniProgram,PRD0031,dba609d234cc29,0.156
EVT0001433,CUST00199,2026-05-05 20:36:00,product_view,WeChat,PRD0035,9d7a7760a33ba4,0.131
EVT0001434,CUST00199,2026-03-22 20:30:00,page_view,POS,PRD0035,3cf4a586afd038,0.808
EVT0001435,CUST00199,2026-03-14 08:45:00,page_view,POS,PRD0019,00aa6127269a37,0.746
EVT0001436,CUST00200,2026-04-17 12:46:00,product_view,MiniProgram,PRD0010,70ade8fda62ba6,0.955
EVT0001437,CUST00200,2026-02-13 19:19:00,page_view,WeChat,PRD0004,0e61163cf66bd6,0.896
EVT0001438,CUST00200,2026-02-02 16:46:00,store_visit,Douyin,PRD0005,d7bc78796130e3,0.923
EVT0001439,CUST00200,2026-06-13 19:06:00,wishlist_add,Douyin,PRD0005,82b7f2c4e366ac,0.884
EVT0001440,CUST00200,2026-01-15 12:12:00,product_view,Tmall,PRD0002,58bacbd535c5ea,0.462
EVT0001441,CUST00200,2026-06-23 08:22:00,product_view,MiniProgram,PRD0016,8cffe560db4d72,0.826
EVT0001442,CUST00200,2026-03-28 17:15:00,coupon_click,Douyin,PRD0017,bf9bce435f77a7,0.91
EVT0001443,CUST00200,2026-04-15 16:08:00,add_to_cart,MiniProgram,PRD0007,4d52f66e90c0d9,0.539
EVT0001444,CUST00200,2026-03-01 12:13:00,product_view,WeChat,PRD0013,eae07305e1a64b,0.819
EVT0001445,CUST00201,2026-04-23 16:29:00,page_view,Tmall,PRD0072,b5da0d27be8d6a,0.407
EVT0001446,CUST00201,2025-11-19 18:16:00,page_view,Tmall,PRD0066,45886e315ac3e6,0.197
EVT0001447,CUST00201,2026-03-18 08:52:00,page_view,WeChat,PRD0056,6e7c95bcdc81af,0.898
EVT0001448,CUST00201,2026-01-26 16:01:00,page_view,Douyin,PRD0063,44cd7d0164a740,0.337
EVT0001449,CUST00201,2025-09-18 13:34:00,page_view,WeChat,PRD0065,9979fafd8cb4e5,0.722
EVT0001450,CUST00202,2026-03-30 16:56:00,coupon_click,POS,PRD0032,786003f0c76bc3,0.519
EVT0001451,CUST00202,2026-04-04 14:47:00,page_view,MiniProgram,PRD0022,3611b6198ae19f,0.334
EVT0001452,CUST00202,2026-01-28 10:01:00,product_view,WeChat,PRD0033,3d368ee4c6eb49,0.935
EVT0001453,CUST00202,2026-04-17 12:17:00,store_visit,App,PRD0024,d626cbcdf2c257,0.165
EVT0001454,CUST00203,2026-01-28 16:57:00,product_view,App,PRD0014,169f5d3b76052e,0.251
EVT0001455,CUST00203,2026-06-12 15:38:00,product_view,App,PRD0015,d33c6b78c88af3,0.182
EVT0001456,CUST00203,2026-03-11 17:18:00,add_to_cart,MiniProgram,PRD0006,c5fe13fab2a178,0.36
EVT0001457,CUST00203,2026-02-15 22:42:00,search,MiniProgram,PRD0012,01cdad61211feb,0.758
EVT0001458,CUST00203,2026-01-05 19:31:00,wishlist_add,WeChat,PRD0014,b87d0e5e57a523,0.4
EVT0001459,CUST00203,2026-05-28 10:22:00,coupon_click,Tmall,PRD0001,c697223ced76db,0.786
EVT0001460,CUST00203,2026-06-10 16:12:00,product_view,WeChat,PRD0007,0f54681803b199,0.904
EVT0001461,CUST00203,2026-05-09 20:20:00,page_view,App,PRD0014,c40aba36df1ea2,0.406
EVT0001462,CUST00203,2026-01-27 11:15:00,product_view,WeChat,PRD0013,4c454e097a1ea1,0.974
EVT0001463,CUST00203,2026-02-08 20:42:00,coupon_click,WeChat,PRD0006,a6084fb07f64e4,0.379
EVT0001464,CUST00203,2026-07-01 15:34:00,wishlist_add,Tmall,PRD0016,49e18b1808ab37,0.545
EVT0001465,CUST00204,2026-03-02 13:04:00,add_to_cart,MiniProgram,PRD0010,7019c8e159cd4a,0.691
EVT0001466,CUST00204,2026-01-07 21:24:00,coupon_click,POS,PRD0003,489059ccb57602,0.913
EVT0001467,CUST00204,2026-04-25 11:54:00,live_stream_view,WeChat,PRD0006,582dff2f6e4593,0.225
EVT0001468,CUST00205,2026-03-10 10:58:00,live_stream_view,Douyin,PRD0028,1e76b68716c163,0.861
EVT0001469,CUST00205,2026-02-12 10:02:00,page_view,MiniProgram,PRD0033,ec1e706c7d4b2c,0.96
EVT0001470,CUST00205,2026-03-14 15:44:00,store_visit,Tmall,PRD0027,84d440abc0d0e0,0.788
EVT0001471,CUST00205,2026-05-24 12:22:00,wishlist_add,App,PRD0023,b1d1ceaf4c451e,0.751
EVT0001472,CUST00205,2026-05-04 16:49:00,product_view,App,PRD0023,ffed1d9bf03bc1,0.56
EVT0001473,CUST00205,2026-06-10 13:33:00,live_stream_view,App,PRD0021,daa8d7ae4327af,0.954
EVT0001474,CUST00205,2026-05-24 08:23:00,product_view,Tmall,PRD0030,5911e2e9f53fe4,0.834
EVT0001475,CUST00205,2026-01-09 22:33:00,product_view,POS,PRD0019,966dee95caca13,0.922
EVT0001476,CUST00205,2026-04-21 20:11:00,live_stream_view,WeChat,PRD0025,b4c2c225fa46c5,0.971
EVT0001477,CUST00206,2026-06-25 10:31:00,page_view,Tmall,PRD0009,69ab3834abea23,0.799
EVT0001478,CUST00206,2026-01-18 10:52:00,page_view,App,PRD0006,df545b3de8cfac,0.187
EVT0001479,CUST00206,2026-02-15 19:46:00,store_visit,POS,PRD0013,cd45ded5768874,0.89
EVT0001480,CUST00206,2026-03-21 14:15:00,coupon_click,POS,PRD0012,f1b12f61daf0f7,0.117
EVT0001481,CUST00206,2026-03-23 20:56:00,product_view,POS,PRD0010,5050dfe4c7d013,0.777
EVT0001482,CUST00206,2026-01-09 08:08:00,page_view,POS,PRD0013,e1d1048a806e44,0.141
EVT0001483,CUST00206,2026-06-28 18:51:00,product_view,MiniProgram,PRD0009,454cc32b3d4274,0.623
EVT0001484,CUST00206,2026-04-28 09:53:00,wishlist_add,App,PRD0004,e3be89ee979827,0.138
EVT0001485,CUST00206,2026-05-03 18:11:00,product_view,MiniProgram,PRD0017,00747b0770e972,0.623
EVT0001486,CUST00206,2026-02-17 12:45:00,product_view,WeChat,PRD0004,7dcd8e01c79d0e,0.655
EVT0001487,CUST00206,2026-05-29 22:19:00,search,App,PRD0002,84e64dc52eebff,0.145
EVT0001488,CUST00206,2026-01-03 21:19:00,wishlist_add,Tmall,PRD0006,558d721b8c5c7f,0.973
EVT0001489,CUST00206,2026-02-28 10:07:00,page_view,Tmall,PRD0006,d0989503043fba,0.508
EVT0001490,CUST00207,2026-05-17 21:52:00,page_view,WeChat,PRD0012,2eea28deff04ba,0.345
EVT0001491,CUST00207,2026-02-23 20:06:00,live_stream_view,Douyin,PRD0008,5c00002248a4fd,0.994
EVT0001492,CUST00207,2026-04-04 13:02:00,page_view,Tmall,PRD0017,3356ff2988a668,0.293
EVT0001493,CUST00207,2026-01-14 10:39:00,live_stream_view,Tmall,PRD0008,df1b2e0c6ceadd,0.722
EVT0001494,CUST00207,2026-02-23 09:18:00,product_view,MiniProgram,PRD0009,e58061c3f1b95a,0.468
EVT0001495,CUST00207,2026-03-19 11:12:00,live_stream_view,POS,PRD0010,bbbd8c6c445078,0.917
EVT0001496,CUST00207,2026-03-26 12:48:00,search,Tmall,PRD0007,fa5c20ad81420f,0.313
EVT0001497,CUST00207,2026-06-09 14:46:00,product_view,POS,PRD0015,546cfa323e7900,0.106
EVT0001498,CUST00207,2026-02-16 16:48:00,page_view,App,PRD0015,87a841c41c5c42,0.953
EVT0001499,CUST00207,2026-03-31 12:59:00,search,POS,PRD0014,dd9b4b67c6ddcc,0.223
EVT0001500,CUST00207,2026-02-26 17:02:00,store_visit,Douyin,PRD0014,17c451af14e112,0.433
EVT0001501,CUST00208,2026-04-02 13:10:00,add_to_cart,MiniProgram,PRD0062,68525819f433ac,0.383
EVT0001502,CUST00208,2026-05-16 20:17:00,coupon_click,Douyin,PRD0070,52de5ed68389c8,0.971
EVT0001503,CUST00208,2026-05-29 11:06:00,page_view,App,PRD0062,8cf02610547d78,0.987
EVT0001504,CUST00208,2026-03-09 17:52:00,page_view,Douyin,PRD0067,11c5ada00cabb3,0.735
EVT0001505,CUST00208,2026-05-26 20:49:00,wishlist_add,WeChat,PRD0056,7b9ca480bcd3c8,0.449
EVT0001506,CUST00208,2026-02-17 08:54:00,add_to_cart,App,PRD0069,eda8f52874b0fb,0.951
EVT0001507,CUST00208,2026-01-04 15:04:00,product_view,Tmall,PRD0062,7a13462dee10ce,0.96
EVT0001508,CUST00208,2026-01-24 19:56:00,live_stream_view,Tmall,PRD0061,735f9368388c4b,0.436
EVT0001509,CUST00208,2026-02-04 15:45:00,page_view,MiniProgram,PRD0055,6add6b8d44c2cb,0.706
EVT0001510,CUST00208,2026-06-26 14:32:00,wishlist_add,POS,PRD0064,aebc08492eba7f,0.323
EVT0001511,CUST00208,2026-06-26 19:49:00,coupon_click,POS,PRD0066,36b2c2c4632f29,0.622
EVT0001512,CUST00208,2026-04-08 16:21:00,wishlist_add,Douyin,PRD0066,725e2e5eb390f2,0.333
EVT0001513,CUST00209,2025-08-27 20:11:00,product_view,App,PRD0014,7f8abdeb2c065e,0.635
EVT0001514,CUST00209,2026-06-16 17:44:00,product_view,POS,PRD0003,261fe820b4db95,0.109
EVT0001515,CUST00209,2026-05-09 17:53:00,add_to_cart,MiniProgram,PRD0005,b35f1566acbef4,0.909
EVT0001516,CUST00209,2025-08-30 18:21:00,coupon_click,POS,PRD0003,932baf135f954f,0.388
EVT0001517,CUST00210,2026-04-28 20:09:00,coupon_click,App,PRD0055,ca849de730070e,0.736
EVT0001518,CUST00210,2026-06-27 14:34:00,page_view,App,PRD0039,0c76df76ee374a,0.934
EVT0001519,CUST00210,2026-02-11 22:58:00,add_to_cart,Tmall,PRD0030,1e31ce352b414f,0.32
EVT0001520,CUST00210,2026-05-15 14:06:00,add_to_cart,Tmall,PRD0065,e819bcfef11202,0.174
EVT0001521,CUST00210,2026-02-16 10:17:00,add_to_cart,MiniProgram,PRD0062,5980678017cd2e,0.562
EVT0001522,CUST00210,2026-02-06 20:23:00,wishlist_add,MiniProgram,PRD0006,d5b1c08ba8042d,0.159
EVT0001523,CUST00210,2026-02-05 08:47:00,product_view,Douyin,PRD0053,ae2be6d8cfb0fd,0.303
EVT0001524,CUST00210,2026-06-08 20:17:00,page_view,POS,PRD0057,aef1e7cd4b0e0d,0.279
EVT0001525,CUST00210,2026-02-25 08:38:00,add_to_cart,Tmall,PRD0041,74aba76ce652d0,0.268
EVT0001526,CUST00210,2026-03-19 20:06:00,live_stream_view,MiniProgram,PRD0025,89784f2157fcd3,0.121
EVT0001527,CUST00210,2026-02-10 21:33:00,page_view,POS,PRD0027,93122dbac3f35a,0.539
EVT0001528,CUST00210,2026-04-22 22:44:00,wishlist_add,Douyin,PRD0051,f2fa6e96f74bee,0.1
EVT0001529,CUST00210,2026-06-03 13:18:00,live_stream_view,Tmall,PRD0028,7ac8013aef8ec8,0.664
EVT0001530,CUST00211,2026-01-03 16:11:00,store_visit,WeChat,PRD0001,9cf36ae3ad40c4,0.908
EVT0001531,CUST00211,2026-06-20 21:26:00,product_view,MiniProgram,PRD0013,37a56cb0cfea1f,0.906
EVT0001532,CUST00211,2026-06-12 18:18:00,wishlist_add,MiniProgram,PRD0001,5c5b5ee2fa64b6,0.192
EVT0001533,CUST00212,2026-06-27 13:15:00,product_view,POS,PRD0071,63aaaf2a42cb5c,0.197
EVT0001534,CUST00212,2026-02-09 16:18:00,page_view,Tmall,PRD0063,844847d4233f18,0.266
EVT0001535,CUST00212,2025-10-16 09:49:00,product_view,App,PRD0059,b44f28a98e88ae,0.913
EVT0001536,CUST00213,2026-02-01 18:28:00,page_view,Douyin,PRD0043,2eb46fd9d80095,0.25
EVT0001537,CUST00213,2026-02-15 09:30:00,product_view,App,PRD0048,f8b8e6dae00e77,0.23
EVT0001538,CUST00213,2026-01-30 10:48:00,product_view,WeChat,PRD0039,35abc34fb34f11,0.446
EVT0001539,CUST00213,2026-02-14 08:58:00,add_to_cart,WeChat,PRD0053,1f9bd1288fd8d9,0.709
EVT0001540,CUST00213,2026-01-04 22:44:00,store_visit,WeChat,PRD0039,25250bea4f3ff4,0.898
EVT0001541,CUST00213,2026-01-14 20:30:00,search,POS,PRD0050,0b071ecb4cbf54,0.594
EVT0001542,CUST00213,2026-06-29 11:59:00,product_view,POS,PRD0045,c918205764c450,0.671
EVT0001543,CUST00213,2026-03-23 20:15:00,page_view,WeChat,PRD0054,16122e48461f5f,0.543
EVT0001544,CUST00213,2026-05-10 16:30:00,product_view,Douyin,PRD0052,7d2188e9325e9d,0.936
EVT0001545,CUST00213,2026-05-09 16:25:00,wishlist_add,WeChat,PRD0045,39a276187c225a,0.803
EVT0001546,CUST00213,2026-04-07 19:43:00,search,WeChat,PRD0046,f3b7dfad6c9705,0.416
EVT0001547,CUST00213,2026-02-01 15:03:00,search,Douyin,PRD0039,332c4e7a681d90,0.102
EVT0001548,CUST00214,2026-04-27 15:13:00,product_view,POS,PRD0020,eacfb46d9e2f69,0.981
EVT0001549,CUST00214,2026-01-11 21:51:00,add_to_cart,MiniProgram,PRD0024,ca3a335d476a24,0.593
EVT0001550,CUST00214,2026-01-08 13:43:00,add_to_cart,App,PRD0035,e2137291f86688,0.348
EVT0001551,CUST00214,2026-05-29 14:59:00,coupon_click,Tmall,PRD0034,0903a32cee3e9c,0.583
EVT0001552,CUST00214,2026-06-29 10:52:00,store_visit,MiniProgram,PRD0024,5f99b0058cc4da,0.485
EVT0001553,CUST00215,2026-04-02 18:06:00,wishlist_add,App,PRD0018,c9a29f085e5a69,0.13
EVT0001554,CUST00215,2026-01-12 17:28:00,add_to_cart,Douyin,PRD0015,e1129e8a08ba98,0.106
EVT0001555,CUST00215,2026-01-02 15:48:00,store_visit,Tmall,PRD0006,b74782764294d2,0.165
EVT0001556,CUST00215,2026-03-23 13:26:00,product_view,WeChat,PRD0005,21e26499da2ec1,0.743
EVT0001557,CUST00215,2026-01-27 17:03:00,store_visit,Douyin,PRD0010,fd33a2313faf02,0.557
EVT0001558,CUST00215,2026-03-04 15:37:00,coupon_click,App,PRD0005,82d55765a7260c,0.2
EVT0001559,CUST00215,2026-05-13 17:55:00,product_view,MiniProgram,PRD0016,32a8069568379f,0.6
EVT0001560,CUST00215,2026-04-01 22:21:00,product_view,Douyin,PRD0016,06d83e7b9140b3,0.367
EVT0001561,CUST00215,2026-06-20 21:35:00,coupon_click,Douyin,PRD0007,0990907d322252,0.959
EVT0001562,CUST00216,2026-06-23 22:32:00,product_view,POS,PRD0058,ee58fe0fb06f37,0.825
EVT0001563,CUST00216,2026-03-29 19:47:00,product_view,MiniProgram,PRD0061,9acaf60a5f74fe,0.571
EVT0001564,CUST00216,2026-05-19 16:32:00,live_stream_view,App,PRD0068,973c0950c977e5,0.796
EVT0001565,CUST00216,2026-03-05 11:59:00,search,MiniProgram,PRD0059,3694cc849653a5,0.48
EVT0001566,CUST00216,2026-03-31 16:48:00,product_view,POS,PRD0062,ba8c443bb6fcd9,0.607
EVT0001567,CUST00216,2026-06-05 18:04:00,store_visit,MiniProgram,PRD0059,4f865f7b95a8f6,0.162
EVT0001568,CUST00217,2026-03-28 19:07:00,product_view,App,PRD0006,a375be64b0e8f1,0.655
EVT0001569,CUST00217,2026-05-17 08:22:00,search,MiniProgram,PRD0001,0eec37bac4e933,0.362
EVT0001570,CUST00217,2026-01-12 14:27:00,product_view,POS,PRD0007,74e754245fc700,0.425
EVT0001571,CUST00217,2026-04-22 10:07:00,page_view,Tmall,PRD0005,27aecc5986f669,0.855
EVT0001572,CUST00217,2026-02-10 16:16:00,product_view,MiniProgram,PRD0006,5366d9395d4462,0.461
EVT0001573,CUST00217,2026-05-13 12:45:00,product_view,Tmall,PRD0005,f069cd5b673166,0.822
EVT0001574,CUST00217,2026-02-22 16:58:00,page_view,POS,PRD0003,2bb400d53be8e8,0.472
EVT0001575,CUST00217,2026-06-23 17:27:00,product_view,App,PRD0018,c0572b6910d27d,0.613
EVT0001576,CUST00217,2026-03-02 10:14:00,page_view,Douyin,PRD0015,2247e9d1cdeeee,0.101
EVT0001577,CUST00217,2026-02-27 19:18:00,product_view,WeChat,PRD0004,ba10f83d9fd35e,0.239
EVT0001578,CUST00217,2026-02-26 20:17:00,page_view,MiniProgram,PRD0007,2acb52e0869b04,0.884
EVT0001579,CUST00217,2026-06-05 12:49:00,page_view,POS,PRD0008,3cf27895b05ade,0.109
EVT0001580,CUST00218,2026-02-08 21:31:00,page_view,POS,PRD0063,781744c6f2a2ad,0.972
EVT0001581,CUST00218,2025-11-10 17:09:00,add_to_cart,App,PRD0064,0a4709f9683ebe,0.592
EVT0001582,CUST00218,2026-03-02 15:57:00,product_view,POS,PRD0058,e2833becc02eae,0.341
EVT0001583,CUST00218,2026-03-24 08:32:00,coupon_click,MiniProgram,PRD0062,94c8de47c8f61c,0.616
EVT0001584,CUST00219,2026-03-30 16:42:00,add_to_cart,WeChat,PRD0042,0e11b89050c620,0.12
EVT0001585,CUST00219,2026-02-26 13:35:00,add_to_cart,App,PRD0038,bcb70271569b16,0.101
EVT0001586,CUST00219,2026-02-09 11:32:00,page_view,MiniProgram,PRD0049,50826392a8ed29,0.995
EVT0001587,CUST00219,2026-03-18 09:25:00,store_visit,Tmall,PRD0037,62b628478e2008,0.94
EVT0001588,CUST00219,2026-02-19 16:35:00,page_view,Douyin,PRD0051,4b826dbffc7505,0.69
EVT0001589,CUST00219,2026-06-15 08:14:00,live_stream_view,POS,PRD0048,fc5e783a46ea1f,0.421
EVT0001590,CUST00219,2026-06-18 13:35:00,product_view,POS,PRD0040,8c9124c5013ab3,0.305
EVT0001591,CUST00220,2026-04-05 12:58:00,coupon_click,App,PRD0038,3b5f06b53fdd89,0.13
EVT0001592,CUST00220,2026-03-07 09:40:00,search,MiniProgram,PRD0041,795da364a8c352,0.777
EVT0001593,CUST00220,2026-03-10 20:46:00,store_visit,Douyin,PRD0043,3034c4d711b4a7,0.146
EVT0001594,CUST00220,2026-03-31 17:42:00,page_view,Tmall,PRD0049,4bc17425b67151,0.763
